orf,gene info,alpha |Z| ,chi^2,R^2,act,deact,basal,elev,cdc15  |Z|,chi^2,R^2,act,deact,basal,elev,cdc28 |Z|,chi^2,R^2,act,deact,basal,elev, ,,,,,,,,,,,,,,,,,,,,,,,,,
 YLR049C , YLR049C ,6.4,8.0,0.7,2.5,31.5,-0.9,0.9,10.9,5.0,0.8,0.0,55.0,-1.2,1.3,1.6,11.6,0.3,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,,,,,,,,,,,,,
 YJL115W , ASF1_TRANSCRIPTION_ANTI-SILENCING_PROTEIN ,5.8,5.8,0.7,5.0,31.5,-0.6,0.7,10.2,8.4,0.8,10.0,65.0,-1.0,1.1,2.9,3.4,0.4,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,,,,,,,,,,,,,
 YKL108W , YKL108W ,9.3,3.2,0.6,5.0,31.5,-0.4,0.5,5.2,4.6,0.6,10.0,55.0,-0.5,0.8,4.8,2.2,0.6,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,,,,,,,,,,,,,
 YKL045W , PRI2_DNA_REPLICATION_POLYMERASE_ALPHA_58_KD_SUBUNIT_(DNA_PRIMASE) ,11.3,3.4,0.7,5.0,34.0,-0.8,0.8,13.8,1.5,0.9,10.0,65.0,-0.9,1.0,3.5,3.3,0.8,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,,,,,,,,,,,,,
 YDR528W , YDR528W ,6.3,3.9,0.7,7.5,21.5,-0.5,1.7,6.1,5.6,0.6,10.0,50.0,-0.5,1.0,2.2,0.7,0.6,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,,,,,,,,,,,,,
 YKR077W , YKR077W ,17.5,2.0,0.8,7.5,21.5,-0.5,1.6,12.7,6.2,0.8,10.0,50.0,-0.8,1.6,3.2,8.3,0.6,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,,,,,,,,,,,,,
 YEL075C , YEL075C ,7.2,3.2,0.7,7.5,24.0,-0.5,1.3,7.5,7.4,0.8,0.0,50.0,-0.7,0.9,1.0,7.4,0.2,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,,,,,,,,,,,,,
 YER189W , YER189W ,5.2,3.8,0.7,7.5,24.0,-0.5,1.3,6.0,3.8,0.7,0.0,45.0,-0.6,0.9,1.0,4.8,0.1,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,,,,,,,,,,,,,
 YFL064C , YFL064C ,7.7,0.8,0.8,7.5,24.0,-0.6,1.4,5.7,6.4,0.5,0.0,45.0,-0.7,1.0,3.4,2.3,0.4,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,,,,,,,,,,,,,
 YHR218W , YHR218W ,6.0,2.6,0.8,7.5,24.0,-0.5,1.3,8.8,3.9,0.8,0.0,50.0,-0.7,0.9,1.8,3.3,0.3,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,,,,,,,,,,,,,
 YLR462W , YLR462W ,5.1,4.6,0.8,7.5,24.0,-0.5,1.3,8.1,3.6,0.8,0.0,50.0,-0.8,0.9,3.1,0.6,0.2,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,,,,,,,,,,,,,
 YLR466W , YLR466W ,5.6,4.4,0.8,7.5,24.0,-0.4,1.0,7.0,0.5,0.6,10.0,50.0,-0.5,0.9,2.6,3.8,0.3,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,,,,,,,,,,,,,
 YKL067W , YNK1_NUCLEOTIDE_METABOLISM_NUCLEOSIDE_DIPHOSPHATE_KINASE ,6.3,9.8,0.6,7.5,44.0,-0.7,0.5,6.2,5.9,0.7,20.0,85.0,-0.8,0.6,2.9,9.6,0.5,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,,,,,,,,,,,,,
 YMR199W , CLN1_CELL_CYCLE_G1/S_CYCLIN ,10.5,3.3,0.8,7.5,46.5,-1.5,0.9,8.6,3.4,0.5,20.0,85.0,-1.0,0.8,1.8,2.3,0.6,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,,,,,,,,,,,,,
 YOR114W , YOR114W ,7.2,5.3,0.4,7.5,51.5,-0.4,0.2,5.4,3.0,0.7,20.0,70.0,-0.7,1.0,4.5,4.5,0.5,0.0,0.0,0.0,0.0, ,,,,,,,,,,,,,,,,,,,,,,,,,
 YGR188C , BUB1_CELL_CYCLE_CHECKPOINT_PROTEIN_KINASE ,5.1,0.6,0.2,7.5,54.0,-0.3,0.1,5.5,0.8,0.6,20.0,85.0,-0.5,0.4,2.3,7.0,0.6,0.0,0.0,0.0,0.0, 
 YCL022C , YCL022C ,6.1,4.9,0.8,10.0,24.0,-0.4,1.3,12.1,4.0,0.9,10.0,55.0,-0.9,1.5,4.6,6.8,0.6,0.0,0.0,0.0,0.0, 
 YGR296W , YGR296W ,6.1,0.7,0.9,10.0,24.0,-0.5,1.5,7.2,2.3,0.7,10.0,50.0,-0.5,0.9,2.0,7.3,0.3,0.0,0.0,0.0,0.0, 
 YLL067C , YLL067C ,7.0,1.1,0.7,10.0,24.0,-0.3,1.0,5.8,6.4,0.6,105.0,165.0,-0.5,0.5,2.6,3.1,0.3,0.0,0.0,0.0,0.0, 
 YLR463C , YLR463C ,6.2,3.2,0.8,10.0,24.0,-0.6,1.7,6.9,6.9,0.7,0.0,45.0,-0.6,0.9,0.7,2.4,0.2,0.0,0.0,0.0,0.0, 
 YLR464W , YLR464W ,6.3,3.2,0.9,10.0,24.0,-0.5,1.6,9.0,3.9,0.8,0.0,50.0,-0.6,0.8,2.8,1.2,0.5,0.0,0.0,0.0,0.0, 
 YPR202W , YPR202W ,6.0,2.3,0.9,10.0,24.0,-0.5,1.5,7.6,4.1,0.6,10.0,50.0,-0.6,1.1,4.6,2.2,0.4,0.0,0.0,0.0,0.0, 
 YPR203W , YPR203W ,7.8,0.7,0.9,10.0,24.0,-0.5,1.6,7.3,3.9,0.6,10.0,50.0,-0.7,1.3,2.4,0.4,0.4,0.0,0.0,0.0,0.0, 
 YHL050C , YHL050C ,9.4,3.0,0.8,10.0,26.5,-0.4,1.1,7.1,7.2,0.6,0.0,50.0,-0.5,0.6,4.2,5.4,0.5,0.0,0.0,0.0,0.0, 
 YIL177C , YIL177C ,5.7,5.6,0.9,10.0,26.5,-0.4,1.0,8.8,1.0,0.7,10.0,50.0,-0.6,1.0,2.2,8.1,0.3,0.0,0.0,0.0,0.0, 
 YNL339C , YNL339C ,7.4,2.9,0.8,10.0,26.5,-0.5,1.2,7.5,1.8,0.6,0.0,50.0,-0.7,0.8,1.5,7.0,0.2,0.0,0.0,0.0,0.0, 
 YGR221C , YGR221C ,10.7,0.8,0.8,10.0,29.0,-0.4,0.8,14.2,3.7,0.8,20.0,60.0,-0.6,1.2,3.8,1.9,0.6,0.0,0.0,0.0,0.0, 
 YHR149C , YHR149C ,6.7,2.7,0.7,10.0,31.5,-0.5,0.9,5.8,9.9,0.4,0.0,75.0,-0.5,0.3,2.9,7.6,0.3,0.0,0.0,0.0,0.0, 
 YIL141W , YIL141W ,7.7,1.7,0.8,10.0,34.0,-0.7,1.0,7.5,3.8,0.6,20.0,70.0,-0.7,1.0,3.5,2.9,0.5,0.0,0.0,0.0,0.0, 
 YGR189C , YGR189C ,8.5,2.1,0.8,10.0,39.0,-1.0,1.1,11.5,10.2,0.8,10.0,70.0,-1.4,1.4,4.2,3.9,0.6,0.0,0.0,0.0,0.0, 
 YJR006W , NONE_DNA_REPLICATION_POLYMERASE_DELTA_55_KD_SUBUNIT ,5.4,3.1,0.6,10.0,39.0,-0.3,0.4,6.2,3.5,0.5,10.0,70.0,-0.5,0.5,3.2,3.6,0.3,0.0,0.0,0.0,0.0, 
 YHR110W , YHR110W ,8.2,3.5,0.8,10.0,44.0,-0.7,0.5,9.1,2.2,0.7,10.0,75.0,-0.8,0.7,4.9,4.7,0.6,0.0,0.0,0.0,0.0, 
 YPR135W , CTF4_DNA_REPLICATION_POLYMERASE_ALPHA_BINDING_PROTEIN ,14.5,1.2,0.9,12.5,31.5,-0.6,1.3,5.4,0.1,0.7,20.0,60.0,-0.5,1.0,4.4,0.9,0.7,0.0,0.0,0.0,0.0, 
 YOL090W , MSH2_DNA_REPAIR_MUTS_HOMOLOG;_MISMATCH_REPAIR ,10.9,1.0,0.9,12.5,34.0,-0.6,1.1,9.2,5.6,0.7,10.0,70.0,-1.3,1.3,4.8,9.4,0.7,0.0,0.0,0.0,0.0, 
